 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,85569307,6,7,376,11595,376,0,62.66666667,153.5013572,5792,0,1656.428571,2118.227235,139.8982932,0.151923633,7130775.583,24700000.0,85400000,2,85400000,17100000.0,38200000.0,85400000,2,146698,24449.66667,53081.0157,132205,45,0,0,0,0,200,232,0.0701186,0.081805033,0,5792,855.0714286,1664.861392,2771763.456,0,0,0,0,1,0,0,0,1,920.8461538,62.66666667,1656.428571,200,0,0,0,0,0,0,6,376,7,11595,251,235,1,32,5.0,0.0,5,5,85400000.0,0.0,85400000,85400000,DoS
80,137651,3,5,344,11595,344,0,114.6666667,198.6084926,5792,0,2319.0,3170.403917,86733.84138,58.11799406,19664.42857,46717.47372,125225,56,11979,5989.5,7087.331268,11001,978,137587,34396.75,60806.08488,125225,153,0,0,0,0,104,168,21.79424777,36.32374629,0,5792,1326.555556,2534.147742,6421904.778,0,0,0,1,0,0,0,0,1,1492.375,114.6666667,2319.0,104,0,0,0,0,0,0,3,344,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,85091249,7,6,329,11595,329,0,47.0,124.3503116,4344,0,1932.5,1754.831473,140.1319189,0.152777167,7090937.417,24500000.0,84900000,3,85000000,14200000.0,34700000.0,84900000,244,147742,29548.4,58961.7509,134552,17,0,0,0,0,232,200,0.082264629,0.070512539,0,4344,851.7142857,1461.214059,2135146.527,0,0,0,0,1,0,0,0,0,917.2307692,47.0,1932.5,232,0,0,0,0,0,0,7,329,6,11595,274,235,1,32,759.0,0.0,759,759,84900000.0,0.0,84900000,84900000,DoS
80,102645215,14,3,3146,6,286,0,224.7142857,121.7831797,6,0,2.0,3.464101615,30.70771492,0.165619021,6415325.938,13200000.0,51300000,57,103000000,7895778.462,14300000.0,51300000,57,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,456,100,0.136392135,0.029226886,0,286,175.1111111,143.0429343,20461.28105,0,0,0,1,0,0,0,0,0,185.4117647,224.7142857,2.0,456,0,0,0,0,0,0,14,3146,3,6,29200,0,11,32,3203357.0,4529458.754,6406168,546,19200000.0,18800000.0,51300000,5957641,DoS
80,85102322,6,7,340,11595,340,0,56.66666667,138.8044188,4344,0,1656.428571,1547.737688,140.2429419,0.152757289,7091860.167,24500000.0,85000000,2,85000000,17000000.0,38000000.0,85000000,2,144701,24116.83333,53179.56513,132235,15,0,0,0,0,200,232,0.070503364,0.082253925,0,4344,852.5,1345.083741,1809250.269,0,0,0,0,1,0,0,0,1,918.0769231,56.66666667,1656.428571,200,0,0,0,0,0,0,6,340,7,11595,251,235,1,32,6.0,0.0,6,6,85000000.0,0.0,85000000,85000000,DoS
80,99564920,6,8,385,11595,367,0,64.16666667,148.3865448,5792,0,1449.375,2046.673464,120.3235035,0.140611774,7658840.0,27600000.0,99500000,4,99500000,19900000.0,44500000.0,99500000,4,99600000,14200000.0,37600000.0,99500000,46,0,0,0,0,164,264,0.060262189,0.080349585,0,5792,799.0666667,1618.747949,2620344.924,1,0,0,0,0,0,0,0,1,856.1428571,64.16666667,1449.375,164,0,0,0,0,0,0,6,385,8,11595,0,235,3,20,11001.0,0.0,11001,11001,99500000.0,0.0,99500000,99500000,DoS
80,988,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4048.582996,329.3333333,566.9588462,984,1,988,329.3333333,566.9588462,984,1,0,0.0,0.0,0,0,0,0,0,0,128,0,4048.582996,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,9905898,8,6,508,11632,508,0,63.5,179.6051224,5792,0,1938.666667,2544.918912,1225.532506,1.41329943,761992.1538,1675593.311,5002739,1,4903159,700451.2857,1460280.549,3902731,1,8906911,1781382.2,2469702.09,5004976,14,0,0,0,0,272,200,0.807599674,0.605699756,0,5792,809.3333333,1800.126768,3240456.381,0,0,0,1,0,0,0,0,0,867.1428571,63.5,1938.666667,272,0,0,0,0,0,0,8,508,6,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,85634212,7,5,389,11595,383,0,55.57142857,144.3997428,5792,0,2319.0,3170.403917,139.9440681,0.140130909,7784928.364,25800000.0,85500000,1,85500000,14300000.0,34900000.0,85500000,1,145612,36403.0,63585.66115,131277,146,0,0,0,0,220,168,0.08174303,0.058387879,0,5792,921.8461538,2163.984937,4682830.808,0,0,0,0,1,0,0,0,0,998.6666667,55.57142857,2319.0,220,0,0,0,0,0,0,7,389,5,11595,251,235,2,20,1983.0,0.0,1983,1983,85500000.0,0.0,85500000,85500000,DoS
80,20003,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,899.8650202,199.9700045,6667.666667,10642.37907,18944,51,20003,10001.5,12646.60478,18944,1059,0,0.0,0.0,0,0,0,0,0,0,60,32,149.9775034,49.99250112,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,85839669,6,5,598,11595,293,0,99.66666667,149.7793933,8688,0,2319.0,3776.347044,142.0438842,0.128145881,8583966.9,27000000.0,85500000,4,85800000,17200000.0,38200000.0,85500000,4,85800000,21500000.0,42700000.0,85500000,190,0,0,0,0,176,168,0.069897753,0.058248128,0,8688,1016.583333,2553.117505,6518408.992,1,0,0,0,0,0,0,0,0,1109.0,99.66666667,2319.0,176,0,0,0,0,0,0,6,598,5,11595,0,235,3,20,2029.0,0.0,2029,2029,85500000.0,0.0,85500000,85500000,DoS
80,98705666,6,6,357,11595,357,0,59.5,145.7446397,5792,0,1932.5,2181.008184,121.0872738,0.121573568,8973242.364,29700000.0,98600000,0,98700000,19700000.0,44100000.0,98600000,0,60408,12081.6,19563.04295,45118,46,0,0,0,0,200,200,0.060786784,0.060786784,0,5792,919.3846154,1715.864337,2944190.423,0,0,0,0,1,0,0,0,1,996.0,59.5,1932.5,200,0,0,0,0,0,0,6,357,6,11595,251,235,1,32,4.0,0.0,4,4,98600000.0,0.0,98600000,98600000,DoS
80,98714861,5,5,366,11595,354,0,73.2,157.0006369,10136,0,2319.0,4415.268169,121.1671665,0.10130187,11000000.0,32800000.0,98500000,3,98600000,24600000.0,49300000.0,98500000,3,98700000,24700000.0,49300000.0,98600000,192,0,0,0,0,144,168,0.050650935,0.050650935,0,10136,1087.909091,3032.714838,9197359.291,1,0,0,0,0,0,0,0,1,1196.7,73.2,2319.0,144,0,0,0,0,0,0,5,366,5,11595,0,235,2,20,27035.0,0.0,27035,27035,98500000.0,0.0,98500000,98500000,DoS
80,16214899,4,6,311,11595,311,0,77.75,155.5,4344,0,1932.5,1754.831473,734.2629763,0.616716762,1801655.444,5337951.034,16000000,0,16100000,5350794.333,9253219.15,16000000,993,179411,35882.2,70977.31278,162178,48,0,0,0,0,144,200,0.246686705,0.370030057,0,4344,1082.363636,1581.600599,2501460.455,0,0,0,1,0,0,0,0,1,1190.6,77.75,1932.5,144,0,0,0,0,0,0,4,311,6,11595,29200,235,1,32,0.0,0.0,0,0,16000000.0,0.0,16000000,16000000,DoS
80,82813113,9,7,325,11595,325,0,36.11111111,108.3333333,4344,0,1656.428571,1757.579003,143.9385572,0.193206117,5520874.2,21300000.0,82700000,0,82700000,10300000.0,29200000.0,82700000,0,145330,24221.66667,54018.09328,134127,1,0,0,0,0,296,232,0.108678441,0.084527676,0,4344,701.1764706,1357.580441,1843024.654,0,0,0,0,1,0,0,0,0,745.0,36.11111111,1656.428571,296,0,0,0,0,0,0,9,325,7,11595,251,235,1,32,1997.0,0.0,1997,1997,82700000.0,0.0,82700000,82700000,DoS
80,13727,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,874.1895534,291.3965178,4575.666667,7515.667391,13250,10,477,477.0,0.0,477,477,13717,13717.0,0.0,13717,13717,0,0,0,0,40,64,145.6982589,145.6982589,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,63011257,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.03174036,63000000.0,0.0,63000000,63000000,63000000,63000000.0,0.0,63000000,63000000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.03174036,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,296,-1,0,32,0.0,0.0,0,0,63000000.0,0.0,63000000,63000000,DoS
80,84286251,7,6,374,11595,374,0,53.42857143,141.3587129,7240,0,1932.5,2695.639126,142.0041805,0.154236306,7023854.25,24300000.0,84100000,1,84200000,14000000.0,34300000.0,84100000,1,145554,29110.8,57389.69301,131210,82,0,0,0,0,232,200,0.083050319,0.071185987,0,7240,854.9285714,1934.443369,3742071.148,0,0,0,0,1,0,0,0,0,920.6923077,53.42857143,1932.5,232,0,0,0,0,0,0,7,374,6,11595,274,235,1,32,5.0,0.0,5,5,84100000.0,0.0,84100000,84100000,DoS
80,144545,3,5,355,11595,355,0,118.3333333,204.9593456,7240,0,2319.0,3331.638186,82673.21595,55.34608599,20649.28571,49793.67838,133271,23,11007,5503.5,6357.59707,9999,1008,144496,36124.0,64966.66018,133271,85,0,0,0,0,104,168,20.75478225,34.59130375,0,7240,1327.777778,2635.031726,6943392.194,0,0,0,1,0,0,0,0,1,1493.75,118.3333333,2319.0,104,0,0,0,0,0,0,3,355,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,56457,3,5,359,11595,359,0,119.6666667,207.2687466,7240,0,2319.0,3331.638186,211736.3657,141.7007634,8065.285714,16749.64981,45145,39,11025,5512.5,6367.496565,10015,1010,56418,14104.5,21325.26804,45145,73,0,0,0,0,104,168,53.13778628,88.56297713,0,7240,1328.222222,2634.847471,6942421.194,0,0,0,1,0,0,0,0,1,1494.25,119.6666667,2319.0,104,0,0,0,0,0,0,3,359,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,98551690,6,6,359,11595,359,0,59.83333333,146.5611363,5792,0,1932.5,2181.008184,121.296753,0.121763513,8959244.545,29700000.0,98500000,1,98600000,19700000.0,44100000.0,98500000,1,10379,2075.8,3873.263314,8957,46,0,0,0,0,200,200,0.060881757,0.060881757,0,5792,919.5384615,1715.8098,2944003.269,0,0,0,0,1,0,0,0,1,996.1666667,59.83333333,1932.5,200,0,0,0,0,0,0,6,359,6,11595,251,235,1,32,6.0,0.0,6,6,98500000.0,0.0,98500000,98500000,DoS
80,85459559,9,6,345,11595,345,0,38.33333333,115.0,5792,0,1932.5,2537.820147,139.7152073,0.175521617,6104254.214,22600000.0,84500000,2,85500000,10700000.0,29800000.0,84500000,3,1463,292.6,519.3623976,1217,2,0,0,0,0,304,200,0.10531297,0.070208647,0,5792,746.25,1747.737452,3054586.2,0,0,0,0,1,0,0,0,0,796.0,38.33333333,1932.5,304,0,0,0,0,0,0,9,345,6,11595,274,235,1,32,2018.0,0.0,2018,2018,84500000.0,0.0,84500000,84500000,DoS
80,24579954,11,5,357,11632,357,0,32.45454545,107.63955,8736,0,2326.4,3796.176603,487.7551846,0.650936938,1638663.6,3417652.065,12600000,0,19600000,1958987.3,3955616.644,12600000,0,17600000,4391068.75,5935216.103,12600000,196,0,0,0,0,384,168,0.447519145,0.203417793,0,8736,705.2352941,2184.846892,4773555.941,0,0,0,1,0,0,0,0,0,749.3125,32.45454545,2326.4,384,0,0,0,0,0,0,11,357,5,11632,29200,235,1,32,7016742.0,0.0,7016742,7016742,12600000.0,0.0,12600000,12600000,DoS
80,98582689,5,7,362,11595,350,0,72.4,155.2121129,5792,0,1656.428571,2120.732252,121.2890429,0.121725225,8962062.636,29700000.0,98600000,5,98600000,24600000.0,49300000.0,98600000,5,98600000,16400000.0,40200000.0,98600000,46,0,0,0,0,144,232,0.050718844,0.071006381,0,5792,920.2307692,1715.255285,2942100.692,1,0,0,0,0,0,0,0,1,996.9166667,72.4,1656.428571,144,0,0,0,0,0,0,5,362,7,11595,0,235,2,20,13981.0,0.0,13981,13981,98600000.0,0.0,98600000,98600000,DoS
80,100272807,6,6,369,11595,369,0,61.5,150.6436192,5792,0,1932.5,2181.008184,119.3145017,0.119673522,9115709.727,30200000.0,100000000,1,100000000,20000000.0,44800000.0,100000000,1,146594,29318.8,59752.28485,135924,45,0,0,0,0,200,200,0.059836761,0.059836761,0,5792,920.3076923,1715.539778,2943076.731,0,0,0,0,1,0,0,0,1,997.0,61.5,1932.5,200,0,0,0,0,0,0,6,369,6,11595,274,235,1,32,3.0,0.0,3,3,100000000.0,0.0,100000000,100000000,DoS
80,117914313,6,8,383,11595,365,0,63.83333333,147.5702093,5792,0,1449.375,2046.673464,101.5822396,0.118730285,9070331.769,32700000.0,118000000,4,118000000,23600000.0,52700000.0,118000000,4,118000000,16800000.0,44500000.0,118000000,47,0,0,0,0,164,264,0.050884408,0.067845877,0,5792,798.9333333,1618.786162,2620468.638,1,0,0,0,0,0,0,0,1,856.0,63.83333333,1449.375,164,0,0,0,0,0,0,6,383,8,11595,0,235,3,20,10000.0,0.0,10000,10000,118000000.0,0.0,118000000,118000000,DoS
80,108865199,4,3,366,0,351,0,91.5,173.1444484,0,0,0.0,0.0,3.361955918,0.064299703,18100000.0,44400000.0,109000000,57,109000000,36300000.0,62800000.0,109000000,628,109000000,54400000.0,77000000.0,109000000,5240,0,0,0,0,136,104,0.036742688,0.027557016,0,351,45.75,123.4512628,15240.21429,0,0,0,1,0,0,0,0,0,52.28571429,91.5,0.0,136,0,0,0,0,0,0,4,366,3,0,29200,235,2,32,5297.0,0.0,5297,5297,109000000.0,0.0,109000000,109000000,DoS
80,13561,2,2,12,11,6,6,6.0,0.0,11,0,5.5,7.778174593,1696.040115,294.9634983,4520.333333,7169.783841,12790,46,771,771.0,0.0,771,771,13515,13515.0,0.0,13515,13515,0,0,0,0,40,64,147.4817491,147.4817491,0,11,5.8,3.898717738,15.2,1,0,0,0,0,0,0,0,1,7.25,6.0,5.5,40,0,0,0,0,0,0,2,12,2,11,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,99523691,6,7,311,11595,293,0,51.83333333,118.1836142,5792,0,1656.428571,2119.480114,119.6298075,0.130622165,8293640.917,28700000.0,99400000,1,99400000,19900000.0,44400000.0,99400000,1,99500000,16600000.0,40600000.0,99400000,72,0,0,0,0,164,232,0.060287153,0.070335012,0,5792,850.8571429,1666.642127,2777695.978,1,0,0,0,0,0,0,0,1,916.3076923,51.83333333,1656.428571,164,0,0,0,0,0,0,6,311,7,11595,0,235,3,20,13982.0,0.0,13982,13982,99400000.0,0.0,99400000,99400000,DoS
80,99517066,5,8,311,11595,299,0,62.2,132.4092142,5792,0,1449.375,2046.673464,119.6377715,0.130630861,8293088.833,28700000.0,99300000,2,99400000,24800000.0,49700000.0,99300000,2,99500000,14200000.0,37500000.0,99400000,46,0,0,0,0,144,264,0.050242639,0.080388222,0,5792,850.8571429,1665.987989,2775515.978,1,0,0,0,0,0,0,0,1,916.3076923,62.2,1449.375,144,0,0,0,0,0,0,5,311,8,11595,0,235,2,20,12995.0,0.0,12995,12995,99300000.0,0.0,99300000,99300000,DoS
80,116289395,7,7,353,11595,353,0,50.42857143,133.421459,2896,0,1656.428571,1546.021545,102.7436767,0.12038931,8945338.077,27800000.0,100000000,4,116000000,19400000.0,40100000.0,100000000,4,39579,6596.5,11704.51736,29082,49,0,0,0,0,240,232,0.060194655,0.060194655,0,2896,796.5333333,1313.528882,1725358.124,0,0,0,0,1,0,0,0,1,853.4285714,50.42857143,1656.428571,240,0,0,0,0,0,0,7,353,7,11595,251,235,1,32,996.0,0.0,996,996,58100000.0,59500000.0,100000000,16000000,DoS
80,98650332,7,4,330,11595,330,0,47.14285714,124.7282761,8688,0,2898.75,4095.56617,120.8814989,0.111504947,9865033.2,31200000.0,98600000,1,98600000,16400000.0,40300000.0,98600000,1,7066,2355.333333,3339.945109,6202,192,0,0,0,0,232,136,0.070957693,0.040547253,0,8688,993.75,2561.789578,6562765.841,0,0,0,0,1,0,0,0,0,1084.090909,47.14285714,2898.75,232,0,0,0,0,0,0,7,330,4,11595,251,235,1,32,6.0,0.0,6,6,98600000.0,0.0,98600000,98600000,DoS
80,98396753,8,6,380,11595,374,0,47.5,131.9426282,5792,0,1932.5,2179.547086,121.7011704,0.142281118,7568981.0,27300000.0,98300000,1,98400000,14100000.0,37200000.0,98300000,1,47521,9504.2,16051.16105,37168,32,0,0,0,0,252,200,0.081303496,0.060977622,0,5792,798.3333333,1619.950073,2624238.238,0,0,0,0,1,0,0,0,0,855.3571429,47.5,1932.5,252,0,0,0,0,0,0,8,380,6,11595,251,235,2,20,1950.0,0.0,1950,1950,98300000.0,0.0,98300000,98300000,DoS
80,149506,3,5,372,11595,372,0,124.0,214.7743001,5792,0,2319.0,3170.403917,80043.61029,53.50955814,21358.0,51265.37716,137182,5,12020,6010.0,8492.352442,12015,5,149451,37362.75,66784.76791,137182,47,0,0,0,0,104,168,20.0660843,33.44347384,0,5792,1329.666667,2532.807533,6415114.0,0,0,0,1,0,0,0,0,1,1495.875,124.0,2319.0,104,0,0,0,0,0,0,3,372,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,100306739,6,7,343,11595,325,0,57.16666667,131.2439205,4344,0,1656.428571,1760.597234,119.0149348,0.129602459,8358894.917,28900000.0,100000000,2,100000000,20100000.0,44800000.0,100000000,2,100000000,16700000.0,40900000.0,100000000,47,0,0,0,0,164,232,0.059816519,0.069785939,0,4344,853.1428571,1460.251183,2132333.516,1,0,0,0,0,0,0,0,1,918.7692308,57.16666667,1656.428571,164,0,0,0,0,0,0,6,343,7,11595,0,235,3,20,11045.0,0.0,11045,11045,100000000.0,0.0,100000000,100000000,DoS
80,100073256,8,7,692,11595,346,0,86.5,160.1668773,5792,0,1656.428571,2118.227235,122.7800562,0.149890196,7148089.714,26600000.0,99700000,1,99900000,14300000.0,37700000.0,99700000,1,400926,66821.0,103645.0513,214926,48,0,0,0,0,264,232,0.079941438,0.069948758,0,5792,767.9375,1569.105752,2462092.863,0,0,0,0,1,0,0,0,0,819.1333333,86.5,1656.428571,264,0,0,0,0,0,0,8,692,7,11595,274,235,2,32,4.0,0.0,4,4,99700000.0,0.0,99700000,99700000,DoS
80,86214747,8,7,353,11595,329,0,44.125,115.1451723,5792,0,1656.428571,2429.118623,138.5841798,0.173984156,6158196.214,22800000.0,85200000,1,86200000,12300000.0,32100000.0,85200000,1,86200000,14400000.0,35200000.0,86200000,11,0,0,0,0,224,232,0.09279155,0.081192606,0,5792,747.125,1747.136357,3052485.45,1,0,0,0,0,0,0,0,0,796.9333333,44.125,1656.428571,224,0,0,0,0,0,0,8,353,7,11595,0,235,4,20,7990.0,0.0,7990,7990,85200000.0,0.0,85200000,85200000,DoS
80,152709,3,6,347,11595,347,0,115.6666667,200.3405434,8688,0,1932.5,3384.303045,78201.02286,58.93562265,19088.625,47634.32448,136176,2,16023,8011.5,11327.14353,16021,2,152632,30526.4,59457.70092,136176,48,0,0,0,0,104,200,19.64520755,39.2904151,0,8688,1194.2,2698.438758,7281571.733,0,0,0,1,0,0,0,0,2,1326.888889,115.6666667,1932.5,104,0,0,0,0,0,0,3,347,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,98379846,5,7,360,11595,348,0,72.0,154.3178538,5792,0,1656.428571,2120.732252,121.5187916,0.121976202,8943622.364,29700000.0,98400000,4,98400000,24600000.0,49200000.0,98400000,4,98400000,16400000.0,40200000.0,98400000,46,0,0,0,0,144,232,0.050823418,0.071152785,0,5792,920.0769231,1715.310781,2942291.077,1,0,0,0,0,0,0,0,1,996.75,72.0,1656.428571,144,0,0,0,0,0,0,5,360,7,11595,0,235,2,20,11947.0,0.0,11947,11947,98400000.0,0.0,98400000,98400000,DoS
80,77737,3,5,330,11595,330,0,110.0,190.5255888,8688,0,2319.0,3774.237539,153401.855,102.9110977,11105.28571,25029.6035,67248,5,10000,5000.0,7063.996744,9995,5,77732,19433.0,32217.33872,67248,189,0,0,0,0,104,168,38.59166163,64.31943605,0,8688,1325.0,2919.258382,8522069.5,0,0,0,1,0,0,0,0,1,1490.625,110.0,2319.0,104,0,0,0,0,0,0,3,330,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,86120203,7,6,335,11595,335,0,47.85714286,126.6180985,7240,0,1932.5,2695.639126,138.5273093,0.150951804,7176683.583,24800000.0,85900000,4,85900000,14300000.0,35100000.0,85900000,4,192555,38511.0,77797.65667,177203,71,0,0,0,0,232,200,0.081281741,0.069670063,0,7240,852.1428571,1935.217136,3745065.363,0,0,0,0,1,0,0,0,0,917.6923077,47.85714286,1932.5,232,0,0,0,0,0,0,7,335,6,11595,251,235,1,32,989.0,0.0,989,989,85900000.0,0.0,85900000,85900000,DoS
80,86138041,6,5,354,11595,342,0,59.0,138.6722755,11595,0,2319.0,5185.44164,138.7191984,0.127701999,8613804.1,26900000.0,85100000,4,86100000,17200000.0,38000000.0,85100000,191,86100000,21500000.0,43100000.0,86100000,4,0,0,0,0,184,168,0.069655636,0.058046363,0,11595,996.25,3339.174207,11200000.0,1,0,0,0,0,0,0,0,0,1086.818182,59.0,2319.0,184,0,0,0,0,0,0,6,354,5,11595,0,235,2,20,10997.0,0.0,10997,10997,85100000.0,0.0,85100000,85100000,DoS
80,83663439,9,6,379,11595,379,0,42.11111111,126.3333333,4344,0,1932.5,1754.831473,143.1210591,0.179289785,5975959.929,22300000.0,83500000,1,83500000,10400000.0,29500000.0,83500000,1,147712,29542.4,59959.84243,136469,16,0,0,0,0,296,200,0.107573871,0.071715914,0,4344,748.375,1390.134376,1932473.583,0,0,0,0,1,0,0,0,0,798.2666667,42.11111111,1932.5,296,0,0,0,0,0,0,9,379,6,11595,251,235,1,32,1025.0,0.0,1025,1025,83500000.0,0.0,83500000,83500000,DoS
80,105690651,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2.0,3.464101615,24.09863101,0.179769921,5871702.833,12500000.0,51300000,62,106000000,7046039.267,13500000.0,51300000,327,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,536,100,0.151385197,0.028384724,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4710170.0,6660093.108,9419567,773,19300000.0,18800000.0,51300000,5867628,DoS
80,99129708,5,7,347,11595,335,0,69.4,148.5052188,5792,0,1656.428571,2120.732252,120.4684271,0.121053519,9011791.636,29900000.0,99100000,45,99100000,24800000.0,49500000.0,99100000,4991,99100000,16500000.0,40500000.0,99100000,45,0,0,0,0,144,232,0.050438966,0.070614553,0,5792,919.0769231,1715.675837,2943543.577,1,0,0,0,0,0,0,0,1,995.6666667,69.4,1656.428571,144,0,0,0,0,0,0,5,347,7,11595,0,235,2,20,12986.0,0.0,12986,12986,99100000.0,0.0,99100000,99100000,DoS
80,85288036,5,7,353,11595,341,0,70.6,151.1879625,5792,0,1656.428571,2120.732252,140.0899887,0.140699687,7753457.818,25700000.0,85100000,6,85200000,21300000.0,42600000.0,85100000,6,85300000,14200000.0,34700000.0,85100000,45,0,0,0,0,144,232,0.05862487,0.082074818,0,5792,919.5384615,1715.506418,2942962.269,1,0,0,0,0,0,0,0,1,996.1666667,70.6,1656.428571,144,0,0,0,0,0,0,5,353,7,11595,0,235,2,20,7001.0,0.0,7001,7001,85100000.0,0.0,85100000,85100000,DoS
80,98452603,9,5,640,11595,320,0,71.11111111,141.1067366,5792,0,2319.0,3170.403917,124.2729966,0.142200405,7573277.154,27200000.0,98100000,1,98300000,12300000.0,34700000.0,98100000,1,373316,93329.0,114953.5815,235943,47,0,0,0,0,296,168,0.091414546,0.050785859,0,5792,815.6666667,2023.430032,4094269.095,0,0,0,0,1,0,0,0,0,873.9285714,71.11111111,2319.0,296,0,0,0,0,0,0,9,640,5,11595,274,235,2,32,13988.0,0.0,13988,13988,98100000.0,0.0,98100000,98100000,DoS
80,99398432,7,5,326,11595,326,0,46.57142857,123.2164182,5792,0,2319.0,2423.629716,119.9314693,0.12072625,9036221.091,29900000.0,99300000,1,99300000,16500000.0,40500000.0,99300000,1,147093,36773.25,68224.65391,138961,56,0,0,0,0,232,168,0.070423646,0.050302604,0,5792,917.0,1815.659843,3296620.667,0,0,0,0,1,0,0,0,0,993.4166667,46.57142857,2319.0,232,0,0,0,0,0,0,7,326,5,11595,274,235,1,32,998.0,0.0,998,998,99300000.0,0.0,99300000,99300000,DoS
80,1004,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3984.063745,334.6666667,440.8994594,835,3,1004,334.6666667,440.8994594,835,3,0,0.0,0.0,0,0,0,0,0,0,128,0,3984.063745,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,10855783,8,5,368,11632,368,0,46.0,130.1076477,5840,0,2326.4,3185.599598,1105.401609,1.19751841,904648.5833,2119856.421,5852567,56,5855800,836542.8571,2212481.379,5853979,200,10900000,2713931.75,3152343.758,5852567,191,0,0,0,0,264,168,0.736934406,0.460584004,0,5840,857.1428571,2103.158316,4423274.901,0,0,0,1,0,0,0,0,0,923.0769231,46.0,2326.4,264,0,0,0,0,0,0,8,368,5,11632,29200,235,1,32,928.0,0.0,928,928,5852567.0,0.0,5852567,5852567,DoS
